dep_id,dep_frame,dep_cam_part,ent_id,ent_frame,ent_cam_part,transit
20_13_4_112,1929,4_8,20_13_2_52,1932,2_2,3
20_13_4_125,2185,4_5,20_13_2_69,2188,2_4,3
20_13_4_178,4074,4_5,20_13_2_106,4079,2_1,5
20_13_4_183,4115,4_8,20_13_2_111,4122,2_1,7
20_13_4_191,4258,4_5,20_13_2_116,4264,2_1,6
20_13_4_196,4648,4_5,20_13_2_123,4656,2_1,8
20_13_4_217,5521,4_5,20_13_2_147,5525,2_1,4
20_13_4_220,5644,4_8,20_13_2_150,5649,2_1,5
20_13_5_15,741,5_2,20_13_6_33,745,6_5,4
20_13_6_66,1704,6_8,20_13_7_68,1706,7_7,2
20_13_6_119,3679,6_8,20_13_5_109,3682,5_1,3
20_13_7_5,275,7_4,20_13_6_7,281,6_5,6
20_13_7_197,5731,7_7,20_13_6_135,5741,6_4,10
20_13_9_66,3008,9_2,20_13_10_141,3020,10_4,12
20_15_10_10,1059,10_5,20_15_9_6,1064,9_2,5
20_15_12_10,718,12_5,20_15_13_14,733,13_1,15
20_15_12_38,1569,12_2,20_15_13_25,1588,13_4,19
20_15_13_25,1728,13_5,20_15_14_23,1734,14_8,6
20_15_14_22,1572,14_8,20_15_13_25,1588,13_4,16
20_15_14_23,1777,14_8,20_15_13_27,1784,13_4,7
20_15_2_19,1235,2_5,20_15_4_36,1239,4_7,4
20_15_5_18,1066,5_1,20_15_10_21,1085,10_0,19
20_15_5_40,1689,5_2,20_15_6_61,1703,6_4,14
20_15_5_86,3588,5_1,20_15_6_130,3590,6_8,2
20_15_6_50,1515,6_8,20_15_7_45,1521,7_8,6
20_15_6_115,3427,6_5,20_15_7_90,3430,7_8,3
20_15_6_155,4455,6_0,20_15_12_87,4500,12_7,45
20_15_7_50,1692,7_8,20_15_6_61,1703,6_4,11
20_15_7_120,3830,7_7,20_15_6_136,3839,6_1,9
20_15_9_15,1336,9_2,20_15_10_30,1339,10_5,3
20_15_9_20,1446,9_2,20_15_10_45,1449,10_5,3
20_15_9_28,1972,9_2,20_15_10_65,1975,10_5,3
20_15_9_31,2175,9_2,20_15_10_77,2177,10_5,2
20_17_10_202,5852,10_5,20_17_9_145,5854,9_2,2
20_17_11_3,1271,11_2,20_17_9_32,1273,9_4,2
20_17_11_40,3803,11_7,20_17_9_108,3849,9_2,46
20_17_11_41,3798,11_7,20_17_10_157,3835,10_4,37
20_17_12_10,377,12_4,20_17_13_14,387,13_8,10
20_17_12_18,805,12_2,20_17_13_26,820,13_1,15
20_17_13_115,4527,13_8,20_17_14_88,4528,14_8,1
20_17_14_12,381,14_8,20_17_13_14,387,13_8,6
20_17_14_13,508,14_8,20_17_13_17,512,13_5,4
20_17_14_15,805,14_8,20_17_13_26,820,13_1,15
20_17_14_103,5960,14_8,20_17_13_140,5977,13_1,17
20_17_4_3,112,4_8,20_17_2_10,118,2_1,6
20_17_4_68,2550,4_2,20_17_2_53,2552,2_4,2
20_17_4_85,3497,4_8,20_17_3_66,3504,3_5,7
20_17_4_103,4530,4_5,20_17_2_94,4534,2_1,4
20_17_4_108,5252,4_2,20_17_2_110,5269,2_1,17
20_17_5_35,2236,5_2,20_17_6_50,2244,6_4,8
20_17_5_61,3163,5_2,20_17_6_71,3166,6_8,3
20_17_5_68,3434,5_1,20_17_6_75,3440,6_8,6
20_17_5_99,5555,5_2,20_17_6_107,5556,6_8,1
20_17_6_76,3589,6_8,20_17_5_75,3591,5_2,2
20_17_6_101,5155,6_5,20_17_5_92,5157,5_1,2
20_17_7_17,335,7_8,20_17_6_20,346,6_4,11
20_17_7_40,2225,7_5,20_17_6_50,2244,6_4,19
20_17_7_60,2831,7_5,20_17_5_58,2853,5_0,22
20_17_9_77,3268,9_2,20_17_10_127,3272,10_5,4
20_17_9_126,4719,9_2,20_17_10_180,4722,10_5,3
20_17_9_137,4711,9_2,20_17_10_181,4727,10_1,16
20_19_10_71,4824,10_1,20_19_6_54,4867,6_3,43
20_19_5_62,4740,5_2,20_19_6_50,4742,6_5,2
20_19_7_153,4737,7_8,20_19_6_50,4742,6_5,5
20_19_9_45,5714,9_1,20_19_10_84,5719,10_8,5
20_9_11_2,306,11_5,20_9_10_19,352,10_5,46
20_9_14_17,1394,14_8,20_9_13_36,1407,13_1,13
20_9_2_3,453,2_5,20_9_4_9,457,4_7,4
20_9_4_25,1010,4_5,20_9_2_20,1014,2_1,4
20_9_4_54,3087,4_5,20_9_2_58,3088,2_1,1
20_9_4_62,4453,4_8,20_9_3_39,4456,3_8,3
20_9_4_66,4105,4_7,20_9_2_87,4112,2_4,7
20_9_5_20,1083,5_2,20_9_7_30,1094,7_8,11
20_9_6_1,99,6_5,20_9_5_2,101,5_2,2
20_9_6_69,4835,6_3,20_9_5_87,4859,5_1,24
20_9_7_111,4856,7_5,20_9_5_87,4859,5_1,3
20_9_9_7,349,9_2,20_9_10_19,352,10_5,3
20_9_9_22,1392,9_2,20_9_10_37,1393,10_5,1
